title,journal,authors,year,url,doi,Print-ISSN,E-ISSN,Category,Subcategory,Subcategory,Subcategory
Impact of Reimbursement Cuts on the Sustainability and Accessibility of Dopamine Transporter Imaging,Journal of the American College of Radiology,"Covington, McMillan, Kuo",2016,http://dx.doi.org/10.1016/j.jacr.2016.04.002,10.1016/j.jacr.2016.04.002,15461440,1558349X,Health Sciences,,,
Assessment of Accessibility of Public Transport by Using Temporal and Spatial Analysis,Sustainability,"Żochowska, Kłos, Soczówka, Pilch",0,http://dx.doi.org/10.3390/su142316127,10.3390/su142316127,19370695,19370709,Social Sciences,,,
Constructing Sports Promotion Models for an Accessibility and Efficiency Analysis of City Governments,Sustainability,"Chen, Lin, Yeh, Chen",0,http://dx.doi.org/10.3390/su13169390,10.3390/su13169390,19370695,19370709,Social Sciences,,,
Accessibility and Sustainability of Hybrid Energy Systems for a Cement Factory in Oman,Sustainability,"Beitelmal, Okonkwo, Al Housni, Alruqi, Alruwaythi",0,http://dx.doi.org/10.3390/su13010093,10.3390/su13010093,19370695,19370709,Social Sciences,,,
Credit and Sustainability of SMEs in Uganda: A Case of SMEs in Nakawa Division Kampala,"Journal of Economics, Finance and Accounting Studies","Muhire, Olyanga",0,http://dx.doi.org/10.32996/jefas.2022.4.4.17,10.32996/jefas.2022.4.4.17,,,,,,
"Towards Attaining Sustainable Retail Property Locations: The Relationships between Supply, Demand, and Accessibility of Retail Spaces",Sustainability,"Adebayo, Greenhalgh, Muldoon-Smith, Oyedokun",0,http://dx.doi.org/10.3390/su14073846,10.3390/su14073846,19370695,19370709,Social Sciences,,,
Higher Education and Local Economic Development,Strumenti per la didattica e la ricerca,Tavoletti,0,http://dx.doi.org/10.36253/978-88-8453-879-6,10.36253/978-88-8453-879-6,,,,,,
"Unlocking Urban Accessibility: Proximity Analysis in Bangkok, Thailand’s Mega City",Sustainability,"Iamtrakul, Padon, Chayphong, Hayashi",0,http://dx.doi.org/10.3390/su16083137,10.3390/su16083137,19370695,19370709,Social Sciences,,,
Tourism Accessibility and Its Impact on the Spiritual Sustainability of Sacred Sites,Sustainability,"Aulet, Duda",0,http://dx.doi.org/10.3390/su12229695,10.3390/su12229695,19370695,19370709,Social Sciences,,,
Evaluation of Structure and Accessibility of Public Space  Network in Kano Central Area with the Bid to Promote  Urban Cohesion and Sustainability,International Journal of Engineering &amp; Technology,"Muktar, S. Ahmed",0,http://dx.doi.org/10.14419/ijet.v7i3.25.17470,10.14419/ijet.v7i3.25.17470,,,,,,
"The Topology of Cultural Destinations’ Accessibility: The Case of Attica, Greece",Sustainability,"Kranioti, Tsiotas, Polyzos",0,http://dx.doi.org/10.3390/su14031860,10.3390/su14031860,19370695,19370709,Social Sciences,,,
STRIKING A BALANCE BETWEEN UNIVERSAL AND LOCAL,World Englishes,KABAKCHY,1983,http://dx.doi.org/10.1111/j.1467-971x.1983.tb00700.x,10.1111/j.1467-971x.1983.tb00700.x,08832919,,Social Sciences,Arts and Humanities,,
Synergy for Digital Transformation: Person’s Multiple Roles and Subject Domains Integration,Communications in Computer and Information Science,"Zinder, Yunatova",2016,http://dx.doi.org/10.1007/978-3-319-49700-6_16,10.1007/978-3-319-49700-6_16,18650929,18650937,Physical Sciences,Computer Science,Mathematics,
Voluntary sustainability standards,Elgar Encyclopedia of Environmental Law,"Marx, Depoorter",2021,http://dx.doi.org/10.4337/9781783476985.xi.94,10.4337/9781783476985.xi.94,,,,,,
Investigation of Road Network Connectivity and Accessibility in Less Accessible Airport Regions: The Case of India,Sustainability,"Sharma, Ram",0,http://dx.doi.org/10.3390/su15075747,10.3390/su15075747,19370695,19370709,Social Sciences,,,
Built environments and neighborhoods.,"APA handbook of health psychology, Volume 1: Foundations and context of health psychology (Vol. 1).",Vaid,2025,http://dx.doi.org/10.1037/0000394-029,10.1037/0000394-029,,,,,,
Towards Sustainability in the Green City,"International Institute of Engineers (IIE) May 22-23, 2015 Dubai (UAE)",,2015,http://dx.doi.org/10.15242/iie.e0515052,10.15242/iie.e0515052,,,,,,
"Integrated Solutions for Urban Sustainability in Lagos, Nigeria: Enhancing Housing Accessibility and Transportation Efficiency",International Journal of Innovative Business Strategies,"Olaniyi, Agbaje",0,http://dx.doi.org/10.20533/ijibs.2046.3626.2024.0081,10.20533/ijibs.2046.3626.2024.0081,,,,,,
Education Committee Establishes New Student Chapter Benefits,MRS Bulletin,Hobbs,1985,http://dx.doi.org/10.1557/s0883769400051381,10.1557/s0883769400051381,08837694,19381425,Physical Sciences,,,
Balancing Financial Sustainability and Affordability in Public Transport,International Transport Forum Discussion Papers,,2016,http://dx.doi.org/10.1787/21b96177-en,10.1787/21b96177-en,,,,,,
FROM EXCLUSION TO INCLUSION OF PEOPLE WITH DISABILITIES,ICERI Proceedings,"Trębicka-Postrzygacz, Roguska, Antas-Jaszczuk",2018,http://dx.doi.org/10.21125/iceri.2018.0211,10.21125/iceri.2018.0211,,,,,,
The Study of the 5-min Walking Accessibility for Pickup Points in Thessaloniki: Enhancing Logistics’ Last Mile Sustainability,Lecture Notes in Computer Science,"Russo, Basbas, Bouhouras, Tesoriere, Campisi",2024,http://dx.doi.org/10.1007/978-3-031-65308-7_4,10.1007/978-3-031-65308-7_4,,,,,,
Digital Resource Management Strategies: Study on Selected All India Radio Media Libraries of Karnataka,DESIDOC Journal of Library &amp; Information Technology,"K., S., Walmiki",0,http://dx.doi.org/10.14429/djlit.36.6.9279,10.14429/djlit.36.6.9279,,,,,,
Threatening Shadows.,Journal of the American Medical Association,,1931,http://dx.doi.org/10.1001/jama.1931.02730090081038,10.1001/jama.1931.02730090081038,,,,,,
"ADDRESSING ACCESSIBILITY, AFFORDABILITY AND SUSTAINABILITY BARRIERS FOR BROADBAND INTERNET ACCESS AND PENETRATION IN RURAL AREAS","Proceedings of the 20th International Conference on Applied Computing 2023 and 22nd International Conference on WWW/Internet 2023, held in Madeira Island, Portugal from 21 to 23 October 2023",,2023,http://dx.doi.org/10.33965/icwi_ac_2023_202307l020,10.33965/icwi_ac_2023_202307l020,,,,,,
GATT/WTO Dispute Settlement Reports,The Challenge of Safeguards in the WTO,Pierola,0,http://dx.doi.org/10.1017/cbo9781107785427.002,10.1017/cbo9781107785427.002,,,,,,
Preservation and Conservation of National Museum of Ras Al Khaimah collection and its sustainability for future generations accessibility,2023 International Conference on Sustaining Heritage: Innovative and Digital Approaches (ICSH),Hamza,2023,http://dx.doi.org/10.1109/icsh57060.2023.10482839,10.1109/icsh57060.2023.10482839,,,,,,
Watershed Management for Potable Water Supply,,,2000,http://dx.doi.org/10.17226/9677,10.17226/9677,,,,,,
"The Perinatal Mental Health Project: A Critical Appraisal of Program Viability, Accessibility and Sustainability",,"Cui, Jiang, Nie",0,http://dx.doi.org/10.20944/preprints201810.0721.v1,10.20944/preprints201810.0721.v1,,,,,,
"Selected Factors Influencing Financial Sustainability of Women-Owned Manufacturing Small and Medium Enterprises in Westlands Sub County, Nairobi, Kenya",Journal of Entrepreneurship &amp; Project Management,"Unknown, Nderitu",0,http://dx.doi.org/10.53819/81018102t3051,10.53819/81018102t3051,,,,,,
Impact of COVID-19 on the Disability Fund in Poland,Sustainability,"Marska-Dzioba, Barczak",0,http://dx.doi.org/10.3390/su141912914,10.3390/su141912914,19370695,19370709,Social Sciences,,,
Tourism sustainability: economic benefits and strategies for preservation and conservation of heritage sitesin Southeast Asia,Tourism Review,"Chong, Balasingam",2019,http://dx.doi.org/10.1108/tr-11-2017-0182,10.1108/tr-11-2017-0182,16605373,17598451,Social Sciences,"Business, Management and Accounting",,
"Ready-to-use therapeutic/supplementary foods from local food resources: Technology accessibility, program effectiveness, and sustainability, a review",Heliyon,"Fetriyuna, Purwestri, Jati, Setiawan, Huda, Wirawan, Andoyo",2023,http://dx.doi.org/10.1016/j.heliyon.2023.e22478,10.1016/j.heliyon.2023.e22478,24058440,24058440,,,,
Preparedness and Response to COVID-19 Disruptions and Learning Challenges for Students with Disabilities in South Africa: A Systematic Review,Sustainability,Ndlovu,0,http://dx.doi.org/10.3390/su15021420,10.3390/su15021420,19370695,19370709,Social Sciences,,,
"“Once Big Oil, Always Big Oil”: Disability and Sustainability in Pixar’s Cars 2",Critical Studies of Education,Wooden,2020,http://dx.doi.org/10.1007/978-3-030-35309-4_9,10.1007/978-3-030-35309-4_9,,,,,,
Credit and Sustainability of SMEs in Uganda: A Case of SMEs in Nakawa Division Kampala,"Journal of Economics, Finance and Accounting Studies","Muhire, Olyanga",0,http://dx.doi.org/10.32996/jefas.2022.4.4.17,10.32996/jefas.2022.4.4.17,,,,,,
2022 International Conference on Healthcare Engineering (ICHE),,,2022,http://dx.doi.org/10.1109/iche55634.2022,10.1109/iche55634.2022,,,,,,
"Icelandic Community for People With Disabilities Built on Reverse Integration, Sustainability",Psychiatric News,O'Connor,2020,http://dx.doi.org/10.1176/appi.pn.2020.12b3,10.1176/appi.pn.2020.12b3,,,,,,
The Role of Disability and Accessibility in Corporate Sustainability Reporting,International Journal of Disability Management,"Vogelauer, Herold, Fuerst",2020,http://dx.doi.org/10.1017/idm.2020.6,10.1017/idm.2020.6,18338550,18344887,Social Sciences,"Business, Management and Accounting",,
Disability Rights Monitoring in Practice: Applying Holistic Participatory Methodology,Handbook of Disability,"Vasic, Matreniuc",2024,http://dx.doi.org/10.1007/978-981-19-6056-7_57,10.1007/978-981-19-6056-7_57,,,,,,
KODIT's Strategic CSR Action Plan to Ensure SME's Sustainability Management,Journal of SME Finance,강명수,2015,http://dx.doi.org/10.33219/jsmef.2015.35.1.002,10.33219/jsmef.2015.35.1.002,,,,,,
"Risk of Disability, Old-age and Death: Pension Sustainability in Colombia",Journal of Management and Sustainability,"Clavijo, Vera, Malagón, Clavijo, Ríos, Cuéllar, Vera",0,http://dx.doi.org/10.5539/jms.v7n1p103,10.5539/jms.v7n1p103,,,,,,
Higher Education and Local Economic Development,Strumenti per la didattica e la ricerca,Tavoletti,0,http://dx.doi.org/10.36253/978-88-8453-879-6,10.36253/978-88-8453-879-6,,,,,,
Non‐governmental organisations and financial sustainability,Development Southern Africa,Conradie,1999,http://dx.doi.org/10.1080/03768359908440078,10.1080/03768359908440078,0376835X,14703637,Social Sciences,,,
THE PROFOUND EFFECT OF COVID-19 PANDEMIC ON PERSON WITH DISABILITIES (PWDS) IN INDIA,GLOBAL JOURNAL FOR RESEARCH ANALYSIS,Rao,2021,http://dx.doi.org/10.36106/gjra/7608959,10.36106/gjra/7608959,,,,,,
Geospatial analysis of condom availability and accessibility in urban Malawi,International Journal of STD &amp; AIDS,"Shacham, Thornton, Godlonton, Murphy, Gilliland",2016,http://dx.doi.org/10.1177/0956462415571373,10.1177/0956462415571373,,,,,,
Exploring Accessibility in Online and Blended Learning,Advances in Mobile and Distance Learning,Fovet,2022,http://dx.doi.org/10.4018/978-1-7998-6829-3.ch001,10.4018/978-1-7998-6829-3.ch001,,,,,,
Cooling effect and cooling accessibility of urban parks during hot summers in China's largest sustainability experiment,Sustainable Cities and Society,"Shi, Chen, Jia, Du, Wang",2023,http://dx.doi.org/10.1016/j.scs.2023.104519,10.1016/j.scs.2023.104519,22106707,22106715,Social Sciences,Engineering,,
Sustainability of Urban Infrastructures,Sustainability,"Šijanec Zavrl, Tanac Zeren",0,http://dx.doi.org/10.3390/su2092950,10.3390/su2092950,19370695,19370709,Social Sciences,,,
Increase spending while ensuring fiscal sustainability,OECD Economic Surveys: Mexico,,2017,http://dx.doi.org/10.1787/eco_surveys-mex-2017-graph15-en,10.1787/eco_surveys-mex-2017-graph15-en,,,,,,
"Planning for sustainability at the destination level through limiting accessibility on the island of Spetses, Greece",WIT Transactions on Ecology and the Environment,"Vassi, Christodoulopoulou",2014,http://dx.doi.org/10.2495/st140151,10.2495/st140151,1746448X,17433541,Physical Sciences,,,
Increase spending while ensuring fiscal sustainability,OECD Economic Surveys: Mexico,,2017,http://dx.doi.org/10.1787/eco_surveys-mex-2017-graph15-en,10.1787/eco_surveys-mex-2017-graph15-en,,,,,,
Increase spending while ensuring fiscal sustainability,OECD Economic Surveys: Mexico,,2017,http://dx.doi.org/10.1787/eco_surveys-mex-2017-graph15-en,10.1787/eco_surveys-mex-2017-graph15-en,,,,,,
Informal support for the carers of disabled children,"Child: Care, Health and Development","COOKE, LAWTON",1984,http://dx.doi.org/10.1111/j.1365-2214.1984.tb00168.x,10.1111/j.1365-2214.1984.tb00168.x,03051862,13652214,Social Sciences,,,
ONE SIZE FITS ALL?,American Journal of Respiratory and Critical Care Medicine,Comstock,2002,http://dx.doi.org/10.1164/ajrccm.165.2.correspondence_b,10.1164/ajrccm.165.2.correspondence_b,1073449X,15354970,Health Sciences,,,
"Social Carrying Capacity Challenges in Parks, Forests, and Protected Areas",International Journal of Sociology,"Burns, Arnberger, von Ruschkowski",2010,http://dx.doi.org/10.2753/ijs0020-7659400302,10.2753/ijs0020-7659400302,,15579336,Social Sciences,,,
"Mobilities, accessibility and social justice",The Routledge Companion to Rural Planning,"Oliva, Camarero",2019,http://dx.doi.org/10.4324/9781315102375-29,10.4324/9781315102375-29,,,,,,
Intermodal mobility in cities and its contribution to accessibility,Applied Mobilities,"Oostendorp, Krajzewicz, Gebhardt, Heinrichs",2019,http://dx.doi.org/10.1080/23800127.2018.1554293,10.1080/23800127.2018.1554293,23800127,23800135,Social Sciences,,,
"Low molecular weight carboxylic acids in an urban atmosphere: Winter measurements in SÃ£o Paulo City, Brazil",Atmospheric Environment,Souza,1999,http://dx.doi.org/10.1016/s1352-2310(98)00383-5,10.1016/s1352-2310(98)00383-5,13522310,18732844,Physical Sciences,,,
"Low molecular weight carboxylic acids in an urban atmosphere: Winter measurements in SÃ£o Paulo City, Brazil",Atmospheric Environment,Souza,1999,http://dx.doi.org/10.1016/s1352-2310(98)00383-5,10.1016/s1352-2310(98)00383-5,00046981,,Physical Sciences,,,
Disability Income Insurance (Individual),CFP Board Financial Planning Competency Handbook,,2015,http://dx.doi.org/10.1002/9781119642473.ch23,10.1002/9781119642473.ch23,,,,,,
"Developing a Model of Factors Influencing the Quality of Service for Disabled Customers in the Condition s of Sustainable Development, Illustrated by an Example of the Silesian Voivodeship Public Administration",Sustainability,"Wolniak, Skotnicka-Zasadzień",0,http://dx.doi.org/10.3390/su10072171,10.3390/su10072171,19370695,19370709,Social Sciences,,,
Assessing Bike-Transit Accessibility,Transportation Research Record: Journal of the Transportation Research Board,"Passmore, Watkins, Guensler",0,http://dx.doi.org/10.1177/03611981241234902,10.1177/03611981241234902,,,,,,
Raising the bar of Scientific Rigor,,Joyce,0,http://dx.doi.org/10.55277/researchhub.jsdn9e9n,10.55277/researchhub.jsdn9e9n,,,,,,
Food Security: Sustainability and Accessibility,Frontiers Research Topics,,0,http://dx.doi.org/10.3389/978-2-8325-4284-2,10.3389/978-2-8325-4284-2,,,,,,
Blockchain Supply Chain Management and Supply Chain Sustainability,Management for Professionals,"Khan, Khan, Nallaluthan",2023,http://dx.doi.org/10.1007/978-981-99-0699-4_10,10.1007/978-981-99-0699-4_10,21928096,2192810X,Social Sciences,"Business, Management and Accounting",,
Disability and Development Report 2018,,Unknown,2019,http://dx.doi.org/10.18356/a0b1b1d1-en,10.18356/a0b1b1d1-en,,,,,,
TERRITORIAL ANALYSIS OF TAXI MOBILITY FROM A SUSTAINABILITY AND PEDESTRIAN ACCESSIBILITY PERSPECTIVE,DYNA,"ORTIZ ZAMORA, MARIN GRANADOS, BLÁZQUEZ PARRA, NAVARRETE DE GALVEZ",2022,http://dx.doi.org/10.6036/10483,10.6036/10483,,,,,,
